trade_date,ic_winner_rate,ic_chips_peak,ic_net_main,ic_pct_chg,sample_size
20260409,,,-0.0625831753051595,0.001363805709891231,1653
20260410,,,-0.00903499042430593,0.07210353662484095,1654
20260413,,,-0.04946051160540179,0.0074886956705743106,1654
20260414,,,0.010045246119281814,-0.09693233269190062,1655
20260415,,,-0.009170944413476606,-0.022819017155718383,1655
20260416,,,0.02484314108444568,-0.14579407770825836,1655
20260417,,,-0.010552404414357019,-0.09126568226515168,1653
20260420,,,0.005329885782545889,0.0660724993477232,1653
20260421,,,0.023378528536501447,0.16030736227447992,1654
20260422,,,0.0050425590202538085,-0.05635387394820505,1653
20260423,,,0.051246226380481534,-0.08319159638906053,1651
20260424,,,-0.028262377041821357,-0.09379169319416328,1650
20260427,,,-0.030520562758477712,0.02997222705182946,1649
20260428,,,-0.03309267191604003,-0.16192699050898438,1646
20260429,,,-0.026062223980251563,0.04109624817747773,1639
20260430,,,-0.008652517875387317,-0.0604759903397831,1633
20260506,,,0.02910867245509099,0.2138724563416436,1647
20260507,,,0.017668603768807817,-0.14446888333581467,1648
20260508,,,0.024117493522896247,0.06186600312572834,1648
20260511,,,0.004024904593646858,0.05088834082288347,1647
20260512,,,-0.03030762756507784,0.05992416262370241,1648
20260513,,,-0.036800109446437294,0.001953680038708829,1649
20260514,,,-0.01572850401025115,0.10130377445729427,1649
20260515,,,-0.016706403772213527,-0.06670948604181548,1649
20260518,,,0.036344742767560244,0.049126690133219304,1650
20260519,,,0.02811619016568967,-0.050620865119283556,1648
20260520,,,-0.005548642662912141,0.04163728761301275,5498
20260521,,,0.005737911713506091,-0.31132897569666573,5501
20260522,,,-0.022206368094951273,-0.3799368763806779,5504
20260525,,,-0.04237421138197441,-0.20554157130331377,5504
20260526,,,0.030916739059579226,0.06000847549948818,5505
20260527,,,0.023427102443273114,-0.02957971419069649,5507
20260528,,,0.021715853728666926,0.07712928231355048,5507
20260529,,,-0.01603284341687057,-0.06571845467316038,5507
20260601,,,0.0030215761270662674,0.21222493406704843,5509
20260602,,,-0.01426177534908491,0.0934646700461614,5508
20260603,,,-0.004105395276441147,-0.04912036759640527,5512
20260604,,,0.008068659862001743,0.07165938224952334,5512
20260605,,,-0.015346635060995449,-0.0024640952055524873,5515
20260608,,,0.008347729184188737,-0.27090261968591806,5516
20260609,,,0.009151695721266473,0.2616640201517394,5516
20260610,,,0.03215090278433275,-0.00987143177906651,5513
20260611,,,-0.008514092762360027,0.00854736088811466,5512
20260612,,,0.009185048239093333,0.11718785066005838,5513
20260615,,,0.005669332106706506,-0.29404460956439005,5509
20260616,,,0.039856031691421226,0.13435363872072964,5514
20260617,,,0.0011668061985175499,0.16999292414286876,5510
20260618,,,,,5508
20260622,,,,,5511
20260623,,,,,5514
20260624,,,,,5513
20260625,,,,,5512
